-8.333333333333333703e-01 6.082016512187642387e-01 -1.206738225964464561e+00 4.555941773855130883e+00
-8.333333333333333703e-01 -4.382656199604138547e-01 1.031574497483857655e+00 1.296396125375610664e+00
-8.333333333333333703e-01 -2.181385234616514346e+00 2.011314072489443827e+00 9.458227871561386557e-01
-8.333333333333333703e-01 -3.550070491856399668e-01 1.090308656310452706e+00 1.220371666409933553e+00
-8.333333333333333703e-01 8.106679824694842385e-01 -2.371231703534225910e-01 6.242405703009109352e+00
-8.333333333333333703e-01 -4.705255986325696527e-01 5.363877580164289061e-01 1.351328989790004043e+00
-8.333333333333333703e-01 -2.290061981870085361e+00 1.199243458640858240e+00 6.291562745176928484e-01
-8.333333333333333703e-01 -1.311781115463341196e+00 1.042968281252751872e+00 2.064011477610536271e+00
-8.333333333333333703e-01 9.957932259165572786e-01 -9.069131343405836265e-01 8.265826503618839638e+00
-8.333333333333333703e-01 -5.602056000378480283e-01 7.130916956831991893e-01 1.449324285454224759e+00
-6.666666666666667407e-01 3.229250303466130179e-01 1.169853898057837127e-01 2.448659515747688697e+00
-6.666666666666667407e-01 -1.038076594863094115e+00 5.349543297096090444e-02 2.119833082022342108e+00
-6.666666666666667407e-01 4.736169171884014872e-01 -4.092851080474161352e-01 3.429657045103209789e+00
-6.666666666666667407e-01 3.514177680161140738e-01 1.094213181051604478e+00 2.498746754655681634e+00
-6.666666666666667407e-01 7.020735929704267908e-02 -6.292010796724349930e-01 1.668561252971120012e+00
-6.666666666666667407e-01 -7.215334320191926221e-01 3.012249145324084054e-01 1.717964355214699035e+00
-6.666666666666667407e-01 -1.787964199122560549e+00 1.491132022917592836e+00 1.568794286256655957e+00
-6.666666666666667407e-01 1.367825523115209219e+00 -1.632905141100663704e-01 1.243817422015505336e+01
-6.666666666666667407e-01 7.415483840772671975e-01 -5.268723068340164239e-01 5.604366077497536125e+00
-6.666666666666667407e-01 5.393446780678338159e-01 -1.359932807258790455e-01 3.844705927467828133e+00
-5.000000000000000000e-01 4.077171578726433432e-01 -6.239778561654792943e-01 3.028415990418461767e+00
-5.000000000000000000e-01 -3.829920161580500082e-01 -4.604622911559265730e-01 1.450976428631826964e+00
-5.000000000000000000e-01 2.579264245813130962e-01 1.576032617655503509e+00 2.088945079286921302e+00
-5.000000000000000000e-01 -6.712905330814659122e-01 1.942808490910462815e+00 1.705018071666275947e+00
-5.000000000000000000e-01 5.215932560232271892e-02 6.584665016522334158e-01 1.422579420814252149e+00
-5.000000000000000000e-01 7.163525542248975198e-01 -1.002171837378109887e+00 5.408030202164087363e+00
-5.000000000000000000e-01 1.843560007316535354e-01 -1.417832949477513260e+00 2.276346668296571174e+00
-5.000000000000000000e-01 6.550274609707968931e-01 1.384698572898301339e-01 4.702550451369400974e+00
-5.000000000000000000e-01 1.738212597715617536e+00 -1.699384148811614814e+00 1.655044397267121781e+01
-5.000000000000000000e-01 3.779221311281755202e-01 -3.457152965040377057e-01 2.837797525634309537e+00
-3.333333333333333703e-01 1.672965198110724971e+00 -1.537194480246015571e+00 1.586956775917976081e+01
-3.333333333333333703e-01 -3.535524450885603742e-01 1.262245207018055870e+00 1.223735013026657770e+00
-3.333333333333333703e-01 -7.770331122619054121e-01 -1.031252786536930088e+00 1.995814890590576374e+00
-3.333333333333333703e-01 1.034744243555777848e-01 -8.753070013203683164e-01 1.760948463419415910e+00
-3.333333333333333703e-01 9.056016808643662097e-01 1.378001132956664133e-02 7.168741173949431555e+00
-3.333333333333333703e-01 -4.836415989409059146e-01 8.003990498075457261e-01 1.349923255567829106e+00
-3.333333333333333703e-01 1.709378862831448798e+00 4.395975582880058408e-01 1.555584914935344898e+01
-3.333333333333333703e-01 -5.069247296215848575e-01 -1.396902642109649983e+00 1.856703861643513864e+00
-3.333333333333333703e-01 2.246228704061645765e+00 -3.258369584145846126e-02 1.703576320276037848e+01
-3.333333333333333703e-01 -5.107638200341944046e-01 -4.266059320459965054e-01 1.585302673759452219e+00
-1.666666666666667407e-01 -9.570721500415857452e-01 6.959492025696226714e-01 1.949516816543455766e+00
-1.666666666666667407e-01 8.145606872090911388e-01 -8.601923447559003399e-01 6.329312958016582336e+00
-1.666666666666667407e-01 -1.114608089313551265e-01 9.991491572092667806e-01 1.192310918580181678e+00
-1.666666666666667407e-01 -1.606253231140928328e-01 -8.988693821157467401e-01 1.399009450191928128e+00
-1.666666666666667407e-01 -1.968691542444216847e+00 -3.202905079087836060e-01 1.411059110262397054e+00
-1.666666666666667407e-01 3.387510861377692195e-01 9.448948899141139668e-01 2.432617471683147681e+00
-1.666666666666667407e-01 6.371672460165961338e-01 -1.948441560058571109e-01 4.630379466903223218e+00
-1.666666666666667407e-01 -8.558864367182619226e-01 1.396149629625389466e+00 1.848548159398635038e+00
-1.666666666666667407e-01 -2.382525840159447350e-01 1.347457048849777905e+00 1.172665700023706403e+00
-1.666666666666667407e-01 2.119675592985772461e+00 -1.242250504644251574e+00 1.745996778073862288e+01
0.000000000000000000e+00 -1.516964818461617570e+00 3.315688008777966100e-01 1.974466553331154284e+00
0.000000000000000000e+00 -1.299379589331661755e+00 -4.882047479037244231e-01 2.277562228484286244e+00
0.000000000000000000e+00 2.303724390391573562e-01 -4.654820639204933497e-01 2.152054778110732869e+00
0.000000000000000000e+00 -3.097374220265685985e+00 3.320838564518308611e-01 5.904207176585424266e-02
0.000000000000000000e+00 1.322999697534241702e-02 -1.677258218025839687e-01 1.504199414541000701e+00
0.000000000000000000e+00 -1.257429573074013707e+00 3.012626743702592869e+00 2.328085101612378693e+00
